1.3652102	-1.2646171	0.76498026	1.8268087	-0.059954252	-0.5689313	-1.5038936	0.6016537	1.4066975	-0.13770826	0.54639786	0.6719485	0.6956546	-1.3087127	1.1715091	-1.4713356	0.9049102	1.0512809	-1.2505533	-0.27025002
0.03490569	-2.4196966	0.33027363	-0.23952599	1.2767068	-0.16874938	-1.1698	-2.94612	-0.31364918	-1.0392174	0.56285673	0.24380231	-0.570247	-0.7517509	-0.20072228	1.232899	-1.371208	1.0243593	0.9847071	-0.291659
1.4611965	1.7118094	-0.5606112	-0.6020895	-0.46138185	2.5420768	-0.030819697	-0.8209934	0.7958676	-0.067880206	1.6040112	-1.253062	-0.7565682	1.095577	0.2973753	-0.5482264	0.33058497	0.022129837	-0.05316595	1.2021234
-0.44136783	0.68804276	-1.5416776	0.28337651	-1.7944698	-0.48844728	0.5838848	-1.321405	-0.7445241	1.1692544	0.3540196	-0.6820408	-0.81562746	-1.1507683	2.0132954	-0.51204973	-1.0664374	-0.93914133	1.386313	-2.4508817
0.50884753	-0.49718976	-1.6261141	-0.23406778	0.27780396	-0.4158782	1.3396138	-0.96783876	-0.8865945	-0.8057873	-0.88821185	-1.350854	2.1678946	-0.5240666	1.1551347	0.1184751	0.63402694	0.8950709	-0.653587	-0.4402244
0.7250366	-0.11753176	1.4289917	1.0184647	1.117752	0.46587086	-0.090877086	-0.17153332	-0.80115086	-0.26110965	-0.6023035	0.66412735	-2.4475777	0.7052657	-1.7569814	1.032846	-0.62432486	0.6078107	1.339147	0.50809014
0.2678155	2.656843	1.7297566	0.71914995	-1.0358051	-0.536437	0.20218448	-0.5203429	2.3289335	-1.38816	0.0069263093	-1.1553402	-1.6969714	-0.30327836	1.8448876	0.31140694	-0.005653729	-0.79529434	0.6215731	-2.4846969
-0.2579701	-0.34155768	-0.68290216	0.7152619	0.94140464	-0.9644191	0.101833746	-0.6116348	0.045207392	-0.042430315	-0.16719948	-0.21376507	-0.9013041	0.2440522	-0.6570781	-1.0965819	-1.585365	0.80496746	2.1438682	0.13373366
-0.15303136	1.1187587	-0.18043289	-0.34136546	-1.0593067	0.7584461	-0.7265581	-0.7225993	-0.78558517	-0.32666612	0.8111164	0.5815989	0.74707884	0.43224588	-0.08210917	0.52211016	0.9096654	-0.759423	-1.4388597	2.14437
-0.6448164	1.2048674	0.01999702	1.424582	0.69263476	0.036909617	0.09461553	-1.6902174	-1.1428099	1.3480906	-0.6154748	-1.0521277	0.13360044	0.10936266	0.27227277	1.4209787	-0.22245777	-0.7831765	0.46211812	1.8287446
0.55732024	0.9303031	-0.23033231	0.20285924	-0.8067225	-0.91206783	1.0951295	-1.4412204	0.20146914	0.50605005	-0.55477375	-0.004929717	-0.70959985	2.4567282	-1.7626182	-0.08316291	1.1349757	-0.8802165	-0.52524996	-0.4374095
0.03707539	-0.7274359	1.0696943	0.78483427	-0.6652921	0.9095769	1.6459076	1.1719999	-0.08771591	-1.2726451	-0.01683418	-0.9064478	-0.76122284	-0.69254017	-0.840759	-0.5050376	0.6444369	-0.09727428	-0.1161534	0.402039
1.3872054	-2.5049222	-0.37304643	1.2326671	0.8660472	0.5210859	-1.1028241	-0.70638996	-0.3630838	1.2529134	-0.24744585	-0.2685072	0.5094918	-0.2087714	0.4404021	0.92345184	1.1190547	-0.7522271	-1.2389563	0.32801384
1.1572186	-1.1833595	-1.7235856	-0.19410788	-0.5607241	0.090866424	0.48921156	0.9402896	1.1142081	-1.7275398	-1.0306276	-1.0283877	0.84509504	-0.80114096	-0.2583094	0.09946872	-0.6511543	-0.6313878	-1.9009613	1.8101404
-0.13825195	0.15941282	0.4075144	1.3018851	0.7418293	0.93877304	-0.5000958	-0.04420465	0.74953973	-0.08748838	-1.8724763	-1.2673273	-1.7574829	0.64743996	-0.03279136	1.5416707	-1.5684673	-0.17437291	-0.23811297	-0.7397126
-0.34262386	1.5204343	-0.568313	2.3012693	0.086715885	0.44365934	0.30022192	-0.46530905	0.94120586	1.0938929	-0.10036717	-1.991804	1.3653104	1.1313562	-0.07110354	0.3650307	0.3804335	-0.23573288	-0.6050857	0.49754918
0.380491	0.44369864	0.17335643	-0.6999782	0.0896057	0.9266681	-0.85774267	-0.30780172	0.6403452	-0.042032436	-0.21520482	-0.91253	0.4511842	1.735139	-0.54866326	-0.021831483	1.228416	-1.6353233	-1.0119221	-0.79193056
0.19778359	-0.2444681	-0.59748954	-0.66808575	0.3488641	-1.5153921	0.51403797	0.10225077	2.3757837	1.7229493	-0.22779204	-2.6049485	0.09356027	-0.91402936	-0.028278923	-0.7967689	1.5535	1.2465599	1.3076814	-0.4015456
0.8485179	-1.5452758	-0.2945196	0.24965	-0.7306152	0.2568707	1.0190649	-0.2281022	-0.34172782	-0.38595796	-0.41840708	-0.120733865	-1.6896315	1.7464236	-0.8733422	-1.245592	0.07367583	0.10591729	0.046439365	-1.3118758
-0.26890993	0.9140304	-0.66292065	0.4134997	-0.32966506	-0.62987024	-0.575628	0.5238546	0.15436593	0.8234872	-0.44594917	0.077867344	-0.30851632	-0.077057004	-1.3522041	0.81047606	0.10680471	-0.15734512	-0.45145985	1.1691271
0.77791744	0.26075596	0.14114192	-2.0039637	-0.82117015	-1.5707198	-0.25128612	0.25876918	0.46502906	0.048523214	-0.8831936	-0.7696826	-1.8668603	-1.1192598	0.28162843	0.9653092	0.91257423	1.593522	-0.6507078	0.52567106
0.71667963	0.16751911	-0.5645777	0.4775969	0.42663297	-1.0368953	0.5638828	-1.5121751	0.068303674	0.28011534	-0.017673533	1.0713686	1.7724041	0.71216035	-1.6330913	-1.0860436	1.4557611	-0.73660266	0.41443217	-0.69843537
