1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,name
0.061065137,-2.0583565,1.0543319,-0.7793122,-1.1024629,-0.5188926,-0.09995955,1.2298243,-1.852642,-0.4760602,-0.23057984,-0.4330273,1.783262,1.5600073,1.1502076,1.0875486,1.0790246,-0.60372186,-0.6851691,-1.3289096,10000000voltthunderbolt
0.03434144,-1.0985663,0.764106,-2.7352636,-1.2874007,0.35878882,1.8191929,-0.70489025,-0.74668,0.54526997,-0.4563504,1.0240016,-1.1273636,0.6237807,-0.64702684,0.4084895,-0.083912514,-0.16666989,-0.9381271,0.52403986,absorb
-0.16503042,1.6501584,2.3975983,-0.7746206,-0.5994282,0.9368642,1.7677686,0.50014526,-0.019319056,-1.7635916,-1.9428843,-0.117460325,1.533622,-2.5367043,-0.36567292,0.15270674,-0.49793044,-0.66036826,0.60292125,1.7848535,accelerock
1.2468231,-1.5301889,1.671173,-0.7269609,1.0853294,0.7570429,-0.49747324,0.36555585,0.8641786,1.5926739,-1.4695886,-0.60036093,-0.086025424,-0.019438459,-0.5376325,-0.96834964,0.12366843,-0.23450328,-0.0641217,-1.999116,acid
0.018776443,1.1041088,0.87294215,-0.06850073,-0.2506347,0.32569426,0.19348049,-0.6380607,-1.2292674,-0.13022864,-0.5893647,1.5038313,0.22066486,-0.22795376,1.2741104,0.87934387,0.54886854,-1.6122106,1.6545248,0.7346072,acidarmor
-1.3208873,-0.3080273,0.26707673,-0.48502123,-0.11061134,0.18386447,0.17227824,0.36048123,-1.319783,1.8137548,1.0609888,-0.57358724,-0.3346615,-0.2967274,-0.35732195,-0.21728645,0.3939092,-0.52852774,-1.4481481,-0.0841647,aciddownpour
-0.6982663,-0.70340645,0.73618656,0.9847123,1.1645173,-2.2943063,-0.671005,-1.4023035,-1.9263866,-0.4999142,0.5216776,0.6691673,0.057856508,0.87457,-0.41830954,1.1318662,-0.5101247,-0.9519094,-0.8749856,1.0951555,acidspray
-1.3028485,0.5599697,0.9895993,-0.33806884,-0.24852951,-0.9442079,-1.250516,-0.9496087,0.3290595,1.0698353,0.046044838,-0.96436876,0.95720816,-0.36868817,0.6443158,0.19902205,-1.8056134,-1.108205,0.6880166,1.1751041,acrobatics
0.14318193,-0.3915537,-0.47466543,-1.781831,1.8130748,0.37600902,-0.30951345,0.18942791,-0.9921781,-0.529542,0.3736342,-0.7634887,1.5386391,-1.1348612,-0.27056816,-0.8356011,0.45570183,1.3312308,-0.48130462,1.621285,acupressure
1.0883682,1.1806618,-1.3876051,-0.15561274,-2.0958774,-0.42998922,1.1643412,-0.60395217,-0.87237865,-0.66820276,0.14238825,-0.121676296,0.6351015,-1.4255272,1.1242689,1.1157044,0.7545239,0.22077696,1.6696393,0.47155094,aerialace
-1.4322532,1.6068555,-0.53881377,1.7426926,-0.29695264,-0.56801814,-0.45871735,-2.5851486,0.18186541,-0.26950994,1.9329544,0.23225878,0.06845115,-0.7581574,0.8074374,-0.43154454,-1.1668267,-0.56157666,-1.0075748,-1.072054,aeroblast
-2.6752505,1.3979511,-0.03149978,-0.36902198,-0.10622542,-1.0896876,1.001029,-0.5914561,0.3422409,-0.43186277,1.3821288,-0.6302532,0.40164655,0.41385704,-1.3848609,0.47897524,0.8357285,-0.07484609,-0.032794114,0.9605725,afteryou
0.58685595,0.22207637,-0.21196643,0.12534496,0.8065386,1.0536586,-0.24805775,0.9222651,-0.82709163,0.073937416,-0.006403178,0.37686884,0.44410297,0.9131633,-0.2585818,0.58955103,0.78744006,-1.5855752,3.0260823,-0.19793436,agility
-0.55934316,0.5674717,0.21057186,2.092491,-0.43424538,-0.004464643,0.31141615,0.43327042,0.43536747,1.9897777,0.78946424,1.0491519,-1.2146349,-0.86702716,0.33945405,0.1710572,-2.3201902,-0.029428745,0.1413323,1.1055899,aircutter
